c instance by G2
c solution = 11011011110100110101100011111011110000000011001000
p cnf 50 250 3
w 4 6 7 2 2 9 0 3 6 6 9 5 3 8 5 1 6 1 9 8 7 5 9 5 7 4 8 1 0 4 8 0 8 5 4 0 6 3 9 8 3 6 7 5 8 4 6 4 3 1 
-7 -6 -45 0
-32 11 -39 0
-46 32 12 0
-6 31 30 0
33 -3 -24 0
49 29 22 0
-29 -3 27 0
-46 -25 -48 0
14 -6 -42 0
-41 22 36 0
-43 27 -25 0
-50 -32 48 0
-16 -18 -23 0
26 20 -19 0
-6 32 24 0
-2 -32 4 0
-2 12 -24 0
-18 -10 -30 0
8 -18 -44 0
13 -17 48 0
-37 23 35 0
-35 17 46 0
23 -3 -46 0
-34 27 -44 0
36 45 -38 0
28 -10 -15 0
9 -4 -15 0
38 7 9 0
30 43 49 0
16 30 46 0
31 22 -47 0
27 -2 -29 0
-18 22 12 0
-38 34 33 0
2 33 40 0
-7 -49 -45 0
-11 6 -49 0
2 -7 21 0
40 -21 18 0
-5 18 -46 0
-31 -24 -49 0
-34 -22 50 0
-39 37 -22 0
-29 -17 2 0
-36 -5 -13 0
30 -11 -19 0
49 11 33 0
46 49 10 0
-11 -8 36 0
-42 -9 -8 0
42 34 35 0
29 -13 -35 0
38 -34 2 0
-21 -42 -35 0
8 12 -11 0
39 5 -43 0
9 8 20 0
7 4 11 0
-27 45 18 0
10 23 -45 0
1 -29 47 0
-25 -26 1 0
23 14 -35 0
13 -24 46 0
-41 -3 22 0
-6 -35 34 0
-13 -20 49 0
-19 -16 41 0
-22 50 -36 0
-21 2 33 0
-2 37 -11 0
47 38 11 0
-6 18 14 0
44 -46 4 0
-22 -10 12 0
-38 -41 -3 0
-14 23 50 0
-6 35 24 0
50 11 -13 0
-16 8 38 0
29 8 1 0
44 -43 -33 0
-19 48 2 0
-34 -3 27 0
49 -29 18 0
21 24 -26 0
2 23 15 0
-46 42 -18 0
4 5 33 0
43 -29 -28 0
-14 18 -38 0
21 -2 -32 0
12 14 -21 0
20 49 -7 0
-20 -3 45 0
-34 33 9 0
-34 -38 33 0
17 -7 -46 0
15 13 -24 0
-27 1 35 0
-22 -33 49 0
47 -28 -41 0
-33 -3 6 0
-30 12 -4 0
41 -15 -3 0
1 -32 -33 0
-49 44 43 0
-41 -23 44 0
-46 -31 -50 0
8 22 31 0
3 4 -42 0
-5 -45 -42 0
27 36 -15 0
-34 25 -31 0
-30 25 -7 0
-20 -16 -22 0
46 -6 24 0
-43 37 44 0
-41 -47 22 0
7 47 -11 0
-36 -48 -20 0
-1 -50 22 0
29 40 23 0
50 -33 44 0
31 7 -40 0
-10 -28 16 0
29 15 -46 0
-7 12 -22 0
-20 8 14 0
-4 48 -36 0
13 18 27 0
3 -15 1 0
-24 -26 14 0
-30 -27 20 0
-27 33 37 0
2 18 -48 0
12 -7 -20 0
-46 -30 38 0
47 33 -21 0
34 16 44 0
12 -2 31 0
-5 27 -20 0
-10 38 -24 0
-32 15 -33 0
31 -45 -44 0
41 2 -20 0
-7 -6 -20 0
-11 -25 -21 0
-22 25 -7 0
-8 -42 37 0
17 -3 -33 0
-15 46 26 0
21 -7 -44 0
-8 -46 14 0
28 -29 -40 0
3 -28 15 0
13 43 -46 0
-42 -8 49 0
-49 48 -34 0
39 21 -18 0
-50 -8 -6 0
36 -5 31 0
10 -20 42 0
-34 8 -22 0
16 46 -13 0
-33 26 -30 0
-48 35 38 0
5 -43 22 0
28 -48 -44 0
41 33 -16 0
-46 44 13 0
35 -36 9 0
-17 -48 11 0
41 28 19 0
18 -29 -40 0
-39 -18 5 0
33 49 -45 0
-34 -26 -40 0
9 1 13 0
-15 8 -49 0
-42 -20 39 0
19 -8 -37 0
13 45 -14 0
-36 -23 -39 0
40 11 -30 0
38 -35 36 0
38 31 -23 0
13 48 -11 0
10 9 27 0
-22 -11 -24 0
47 5 20 0
8 42 -32 0
37 17 33 0
-20 19 44 0
36 44 22 0
-33 -15 -40 0
-8 -32 -14 0
-27 24 18 0
35 -40 36 0
28 1 49 0
31 -28 -18 0
-43 27 -44 0
-16 8 32 0
32 41 37 0
41 -28 -6 0
41 -35 -21 0
1 6 13 0
32 -44 -2 0
-27 42 -11 0
2 40 48 0
-20 -1 -40 0
22 -4 7 0
-30 -36 -50 0
-21 -43 -6 0
-40 13 35 0
-7 -39 15 0
29 20 -44 0
-11 -24 -21 0
38 -20 43 0
1 -9 13 0
46 -22 -29 0
2 13 -40 0
3 -18 -30 0
-10 43 -35 0
26 -37 44 0
-29 -24 21 0
-13 -44 -7 0
-6 23 -22 0
-2 33 -21 0
35 39 43 0
-22 -39 27 0
-20 14 -41 0
25 33 10 0
-34 17 -38 0
39 17 9 0
18 -11 -39 0
-40 -3 -17 0
-40 38 -23 0
7 -31 -47 0
-44 42 -19 0
35 20 13 0
15 48 -41 0
34 -28 -1 0
27 -33 -3 0
-22 35 49 0
-45 23 41 0
46 19 -40 0
40 28 14 0
-42 12 5 0
14 -31 15 0
