c instance by G2
c solution = 1111011111011000010101101011101111010100
p cnf 40 64 3
w 1 0 0 9 7 1 8 3 5 1 8 9 4 9 0 0 7 5 6 2 3 2 7 0 6 8 3 2 0 5 7 3 8 2 9 0 0 8 9 6 
16 18 40 0
-20 -31 3 0
-10 -8 -40 0
35 -16 21 0
2 35 11 0
-38 12 -22 0
30 -4 10 0
-34 38 17 0
-26 -31 -3 0
29 -13 -8 0
31 -34 20 0
-35 -1 28 0
35 -2 -39 0
40 -39 -29 0
-38 -23 13 0
-20 7 -38 0
36 17 -7 0
-4 -29 6 0
-10 13 -28 0
14 30 32 0
-39 6 20 0
-13 39 -24 0
9 24 5 0
-18 23 -20 0
-21 -4 27 0
22 -29 -7 0
-35 -25 -9 0
15 30 25 0
-6 37 27 0
35 12 33 0
-27 -40 30 0
-4 20 39 0
-18 -30 -28 0
5 8 26 0
-31 7 -27 0
5 -40 -32 0
-29 -5 14 0
-20 39 27 0
-12 -8 -17 0
-6 1 -3 0
-12 40 28 0
-5 13 24 0
38 -2 -18 0
-28 -1 -11 0
-19 11 24 0
24 -14 -12 0
-9 31 -32 0
33 -32 37 0
37 4 -13 0
-19 7 40 0
-15 -17 -26 0
29 40 38 0
20 -1 35 0
-20 17 -37 0
-20 -13 -11 0
-15 -14 -5 0
-19 -4 -12 0
-15 -1 39 0
-2 -13 -40 0
-33 34 -18 0
37 4 35 0
24 -28 -14 0
-7 37 6 0
-21 39 -29 0
