c instance by G2
c solution = 1110001111010000010100110100010100010011
p cnf 40 96 3
w 6 7 9 1 9 0 9 7 9 6 9 6 9 4 3 4 0 0 4 9 8 2 9 9 4 3 1 2 9 5 6 4 4 8 2 8 9 8 2 4 
38 9 -8 0
-39 -31 38 0
-27 -30 -7 0
26 -12 37 0
-5 8 14 0
-11 -10 13 0
-28 -19 -16 0
40 -11 -1 0
-34 21 14 0
29 -9 -38 0
-4 -40 30 0
-10 -1 9 0
4 11 -37 0
-26 -16 -24 0
-3 6 32 0
5 -29 26 0
39 38 35 0
16 1 4 0
-34 19 -37 0
-6 4 -9 0
12 15 38 0
20 15 -10 0
23 -8 35 0
9 -14 -13 0
-34 -28 6 0
30 16 -3 0
-23 -25 27 0
-32 -35 -3 0
-16 23 -20 0
19 10 -9 0
27 14 -35 0
28 -29 -9 0
6 14 -15 0
34 -13 -8 0
-31 40 5 0
-14 -35 -18 0
-10 20 22 0
13 -37 8 0
13 -39 -33 0
-24 13 8 0
29 -22 33 0
-39 26 -36 0
32 19 35 0
6 -14 26 0
4 -20 24 0
-25 -19 35 0
-13 -22 35 0
-5 -40 -23 0
9 -13 34 0
28 -26 -27 0
33 34 36 0
36 -4 -17 0
-7 -21 31 0
-2 29 32 0
-25 34 -14 0
21 -32 -31 0
-24 -34 37 0
-34 -36 13 0
-38 30 -26 0
22 -13 -4 0
-36 -35 24 0
-14 19 18 0
-12 11 18 0
7 26 -19 0
-11 -13 -7 0
-37 -13 34 0
4 -12 -19 0
-2 -38 -36 0
-21 -16 -20 0
20 -17 -27 0
27 -34 -39 0
15 -4 -36 0
-22 -36 37 0
25 17 10 0
-15 -25 37 0
15 30 3 0
-15 -25 29 0
-22 -33 21 0
39 5 9 0
-17 -6 -23 0
2 -3 28 0
-9 -7 23 0
17 35 40 0
37 -14 23 0
-28 22 19 0
24 -25 13 0
31 3 -7 0
20 -12 33 0
-1 -17 4 0
-24 -36 -22 0
18 23 14 0
-38 -37 -9 0
-14 28 11 0
21 -38 8 0
17 7 -39 0
-40 -14 -10 0
