c instance by G2
c solution = 0011110001011100001010011010101011001100
p cnf 40 184 3
w 6 8 5 0 8 5 7 0 5 8 7 7 5 9 7 3 6 4 1 1 5 1 4 5 3 4 1 9 5 6 4 0 8 7 0 1 5 8 6 8 
28 -35 -15 0
13 1 -12 0
-18 -29 -37 0
18 -36 -19 0
4 -33 17 0
38 -11 -36 0
23 -16 -8 0
-33 4 -32 0
-24 18 21 0
-34 -22 32 0
-20 -28 18 0
-36 11 13 0
10 -16 21 0
-12 31 -22 0
19 -5 -25 0
27 -36 2 0
11 -6 5 0
29 14 7 0
-27 -11 38 0
-40 38 2 0
-30 3 19 0
-28 -4 19 0
-34 -33 -9 0
24 -6 7 0
34 2 4 0
15 25 -31 0
-37 -36 -27 0
-20 -4 -2 0
-14 2 13 0
-29 11 -36 0
-29 22 -23 0
-37 34 -13 0
-28 36 4 0
-23 12 -31 0
16 -40 -37 0
14 10 4 0
11 -26 -37 0
-3 12 35 0
-2 21 -10 0
33 -19 -7 0
39 24 31 0
-6 -23 4 0
-40 6 1 0
10 39 36 0
38 36 17 0
-20 -17 -1 0
27 12 -5 0
-4 -17 -1 0
-21 13 9 0
7 39 27 0
-10 -33 38 0
3 30 -31 0
21 -37 -17 0
-4 22 -17 0
-35 -31 -24 0
25 -6 13 0
21 27 -12 0
-35 12 14 0
30 33 -21 0
-24 -38 -2 0
-8 24 20 0
-5 -35 8 0
-23 11 4 0
31 -29 4 0
-8 -37 38 0
16 7 -28 0
11 -15 -4 0
-5 31 -34 0
-36 28 34 0
29 -16 -36 0
-35 39 2 0
-15 4 -30 0
-25 1 -22 0
9 19 -21 0
30 35 5 0
1 29 16 0
35 -26 23 0
-20 3 40 0
-4 6 -19 0
10 35 -5 0
-28 39 -30 0
1 31 39 0
-4 31 -11 0
-32 35 -4 0
15 -13 -17 0
8 24 -22 0
-27 35 -20 0
-26 -9 -23 0
22 -8 -38 0
2 -23 -4 0
4 33 21 0
6 -29 25 0
17 19 -21 0
31 29 32 0
-38 -30 40 0
19 2 38 0
-4 -32 -19 0
28 6 -29 0
-14 31 -2 0
-26 17 35 0
-35 -27 -29 0
34 -17 39 0
-15 -28 -12 0
12 22 34 0
11 -18 -19 0
-38 -16 -20 0
-22 -18 7 0
-30 26 36 0
33 -4 27 0
-17 -12 15 0
39 -10 29 0
-28 -17 -7 0
4 -35 40 0
33 -3 -11 0
-19 4 30 0
22 12 26 0
14 6 -8 0
-3 5 -24 0
-14 -34 29 0
1 24 -22 0
-5 -33 13 0
-10 -33 -15 0
21 -7 -11 0
30 -23 32 0
26 -11 -21 0
-25 36 -2 0
28 -16 19 0
-20 -19 -17 0
19 7 -30 0
12 32 35 0
-23 -19 -16 0
-16 12 21 0
-38 19 17 0
-38 2 -7 0
33 32 -3 0
38 -35 15 0
-30 -29 25 0
40 -1 -29 0
27 -10 -40 0
9 40 -8 0
-39 1 16 0
-6 -12 -1 0
-27 6 40 0
-33 -16 -34 0
-3 -26 -22 0
8 31 17 0
7 26 37 0
26 34 -28 0
-38 14 -18 0
20 9 5 0
26 -37 -9 0
17 33 24 0
40 -9 -20 0
17 -12 38 0
-39 -5 -7 0
35 25 16 0
33 -9 17 0
17 -9 7 0
-23 -16 -18 0
-19 6 33 0
27 -7 -9 0
-4 9 -36 0
-32 -4 22 0
-35 -14 21 0
36 5 34 0
29 -26 -13 0
33 23 10 0
-38 -8 -36 0
-13 -15 -4 0
24 27 -25 0
-26 31 -1 0
20 -28 34 0
14 1 -29 0
-20 16 40 0
12 11 13 0
-2 3 -27 0
-5 -10 -16 0
37 16 17 0
17 14 26 0
34 -13 24 0
30 1 27 0
-40 4 16 0
-30 23 -19 0
-9 26 -6 0
